case_id,court_id,case_type,filed_date,disposed_date,status,reported_days
001424,10,family,12/10/2024,22/01/2025,Disposed,102
003390,01,Crim,23/05/2026,,active,
003998,09,FAMILY,22/05/2026,,active,
004775,03,CRIMINAL,24/05/2025,23/09/2025,disposed,122
005148,12,Civil,17/04/2026,14/08/2026,Disposed,119
002265,11,Civil,01/02/2025,04/07/2025,Disposed,153
001829,10, Family,05/02/2026,,active,
004381,02,Family,26/02/2025,28/09/2025,DISPOSED,214
004709,10,FAMILY,24/05/2026,,Active,
003189,06,CIVIL,27/05/2025,24/04/2026,Disposed,332
002145,07, Family,16/04/2026,,ACTIVE,
003221,06,Crim,18/07/2025,22/08/2025,disposed,35
001698,09,Youth ,17/08/2024,22/11/2024,Disposed,97
002240,12,criminal,09/03/2026,25/05/2026,Disposed,77
003029,09,CRIMINAL,27/09/2024,23/11/2024,Disposed,57
003226,09,CIVIL,07/01/2025,13/07/2025,Disposed,187
004371,05,CIVIL,05/01/2026,,Active,
001383,11,Family,30/11/2024,23/07/2025,disposed,235
003230,09,Civil,17/11/2025,16/08/2026,disposed,272
003656,02,Criminal,14/12/2025,21/05/2026,disposed,158
001568,09,Criminal,28/05/2025,19/08/2025,disposed,83
004845,01,Civil,20/04/2025,18/06/2025,disposed,59
003817,09, Family,06/11/2024,19/12/2024,disposed,43
004923,01, Civil,22/12/2025,01/05/2026,DISPOSED,130
003814,12, Family,17/09/2025,15/06/2026,Disposed,271
001061,10,family,15/06/2026,,ACTIVE,
002513,02,Criminal,10/09/2024,03/04/2025,Disposed, 205
001783,09,YOUTH,09/04/2026,08/06/2026,Disposed,60
003754,12,Family ,25/06/2025,23/08/2025,Disposed,59
001598,10,Family,31/08/2025,09/06/2026,DISPOSED,282
001707,08,Fam,31/08/2025,,Active ,
001299,06,criminal,02/10/2025,07/12/2025,Disposed,66
005004,04,YOUTH,24/06/2025,28/03/2026,DISPOSED,277
003885,03, Family,17/01/2026,14/05/2026,disposed,117
003326,01,CIVIL,11/06/2026,,Active,
004864,06, Family,11/08/2024,06/10/2025,DISPOSED,421
004770,05,FAMILY,18/03/2025,08/01/2026,disposed,296 
003294,03,family,08/07/2024,17/12/2024,Disposed,162
003425,08,Criminal ,28/06/2025,24/11/2025,DISPOSED,149
001109,02,Criminal ,29/06/2025,06/08/2025,Disposed,38
005091,03,criminal,16/07/2024,24/09/2025,disposed,435
001609,12,Criminal ,11/02/2025,25/03/2025,Disposed,42
002874,10,Crim,21/09/2025,14/01/2026,Disposed,115
003037,08, Civil,07/11/2025,,Active ,
002781,04,Youth ,11/04/2026,10/05/2026,disposed,29
002606,02,FAMILY,04/12/2024,04/07/2025,DISPOSED,212
003206,02,criminal,20/07/2025,14/10/2025,disposed,86
004589,02, Civil,12/09/2024,01/05/2025,disposed,231
001841,03,Yth,23/08/2024,14/10/2024,disposed,52
003152,07,Family Court,08/08/2024,30/11/2024,DISPOSED,114
004584,02,civil,06/10/2025,19/01/2026,disposed,105 
002014,01,CRIMINAL,04/04/2026,,active,
004833,05,Family ,02/02/2026,,Active ,
001008,05,FAMILY,31/10/2025,,active,
001453,09,Family,22/10/2024,30/04/2025,Disposed,190
002805,12,civil,09/09/2024,04/02/2025,disposed,148
001192,11,Family ,25/03/2026,02/06/2026,Disposed,69
001460,06,Fam,06/06/2026,,Active,
002769,11, Civil,07/07/2025,21/04/2026,disposed,288
002060,12,CIVIL,13/04/2025,19/06/2025,Disposed,67
001404,09, Civil,19/11/2025,,Active,
002107,08,criminal,01/11/2024,06/01/2025,disposed,66
001943,06,Yth,28/03/2025,21/06/2025,disposed,85
003251,06,criminal,02/04/2025,05/10/2025,disposed,186
001901,05,Criminal ,29/07/2024,28/01/2025,DISPOSED,183
003026,04,YOUTH,26/03/2026,26/08/2026,DISPOSED,153
003902,06,criminal,13/03/2026,21/06/2026,DISPOSED,100
001860,12,Youth,06/03/2025,14/07/2025,DISPOSED,130
004026,07,YOUTH,06/01/2025,12/05/2025,DISPOSED,126
001507,12,criminal,27/03/2025,02/05/2025,Disposed,36
001983,01,Youth ,02/05/2026,25/06/2026,DISPOSED,54
003628,05,Criminal,11/05/2025,,active,
004788,09,Yth,08/05/2026,31/08/2026,DISPOSED,115
003956,06,criminal,13/04/2026,19/05/2026,Disposed,36
003953,01,FAMILY,26/07/2025,,Active ,
004093,07,Civil,14/04/2025,20/06/2025,Disposed,N/A
003586,04,Youth,21/08/2025,01/11/2025,disposed,72
002364,02, Civil,17/04/2026,13/08/2026,disposed,118
004922,07,Criminal,28/10/2024,29/08/2025,disposed,305
001536,06,YOUTH,09/09/2024,01/11/2024,Disposed,53
001667,02,Family ,17/05/2026,,Active,
005187,11, Civil,27/10/2024,17/11/2025,Disposed,386
003711,04,Civil,04/11/2025,17/12/2025,disposed,43
003862,06,Criminal ,21/09/2024,29/11/2024,Disposed,69
002235,01,Criminal,14/02/2025,20/08/2025,disposed,N/A
004643,11,Youth ,21/05/2026,01/08/2026,disposed,72
005075,08,CRIMINAL,22/05/2026,,ACTIVE,
004716,01,Family Court,09/03/2025,,ACTIVE,
003001,11,criminal,23/03/2025,03/10/2025,DISPOSED,194
004554,08,Criminal,07/06/2026,,Active,
002090,01,CRIMINAL,10/10/2024,27/07/2025,disposed,290
002996,11,CIVIL,02/08/2024,26/03/2025,disposed,236
001503,02,Youth,04/03/2026,30/01/2026,DISPOSED,37
001078,10,FAMILY,27/08/2024,23/12/2024,disposed,118
004448,09,CRIMINAL,22/04/2026,,ACTIVE,
001928,03,civil,31/08/2024,22/08/2025,DISPOSED,356
001857,09,Crim,26/08/2024,25/09/2024,disposed,30
002945,05,Crim,14/03/2025,03/07/2025,disposed,111
004367,12,civil,27/10/2024,27/02/2025,disposed,123
002833,02,Criminal ,12/07/2024,23/09/2024,Disposed,73
005160,09,Civil,21/05/2026,03/08/2026,disposed,74
003762,04,Crim,22/07/2025,23/09/2025,disposed,63
002257,05,YOUTH,14/08/2025,30/10/2025,Disposed,  77  
004692,03,Criminal ,17/02/2025,16/07/2025,Disposed,149
002518,07,family,11/04/2026,03/08/2026,DISPOSED, 114
004754,09,CRIMINAL,04/11/2025,02/05/2026,disposed,179
003859,02, Civil,16/06/2026,15/08/2026,DISPOSED,60
003531,11,Crim,12/05/2026,,active,
004161,03,Youth,26/12/2025,09/04/2026,disposed,104
002477,08,civil,27/11/2025,30/06/2026,disposed,-
001273,01,Fam,11/09/2024,19/01/2025,DISPOSED,130
001898,09,Criminal,26/07/2025,14/12/2025,DISPOSED,141
002469,02,YOUTH,19/05/2025,08/08/2025,DISPOSED,81
001066,05, Civil,07/08/2024,16/07/2025,disposed,343
002659,04,Criminal,30/09/2025,19/10/2025,disposed,19
004838,08,Family Court,30/09/2025,,active,
003364,11,Criminal ,16/04/2026,20/08/2026,disposed,126
003495,07,Criminal ,14/05/2025,05/11/2025,DISPOSED,175
003620,01,family,07/07/2025,23/10/2025,disposed,108
002788,10,Criminal ,14/01/2026,,ACTIVE,
004764,07,CRIMINAL,09/08/2025,04/11/2025,Disposed,87
001515,02,criminal,19/03/2026,25/05/2026,DISPOSED,67
004993,10,criminal,25/05/2026,,active,
003092,06,Criminal ,30/12/2024,,active,
004001,10,Criminal ,26/02/2025,05/07/2025,Disposed,129
004802,11,civil,16/08/2025,07/10/2025,DISPOSED,52
003686,12,family,01/12/2025,,ACTIVE,
002134,04,Criminal,24/03/2026,04/06/2026,DISPOSED,72
003378,03,Crim,06/09/2025,19/01/2026,Disposed,135
002392,07,youth,14/10/2025,01/01/2026,DISPOSED,79
001172,12,Criminal ,26/05/2025,26/11/2025,DISPOSED,184
002167,08,Yth,28/02/2026,,ACTIVE,
002791,08,family,03/07/2025,,Active ,
002905,04,Family ,23/07/2025,06/10/2025,disposed,75
004553,02,CRIMINAL,28/05/2026,27/08/2026,DISPOSED,91
004911,01, Family,12/02/2025,,ACTIVE,
002889,01,Criminal,30/08/2024,03/10/2024,DISPOSED,34
004147,09,Criminal ,20/06/2025,28/08/2025,disposed,69
003359,08,Crim,18/07/2025,23/11/2025,disposed,128
002792,09,Fam,30/04/2026,11/08/2026,disposed,103
004266,04,FAMILY,21/05/2026,,Active ,
002374,03,Youth ,25/04/2026,30/05/2026,Disposed,35
002635,11,Criminal ,21/06/2026,30/08/2026,DISPOSED,70
001945,08,CIVIL,12/03/2026,,Active ,
001705,02,family,15/05/2025,22/08/2025,disposed,99
004324,05,Criminal ,23/11/2025,20/05/2026,Disposed,178
005175,03,Criminal ,01/09/2024,12/12/2024,disposed,102
003645,11, Civil,21/08/2025,25/05/2026,DISPOSED,277
003073,02,FAMILY,21/05/2025,10/02/2026,Disposed,265
002685,06,Criminal ,27/05/2025,23/12/2025,Disposed,210
001073,07, Civil,23/06/2026,,Active ,
004107,09,Criminal ,01/06/2026,,ACTIVE,
004860,06,Family,15/05/2026,,Active ,
004174,10,criminal,12/08/2024,11/05/2025,disposed,272
004778,07,Yth,30/07/2024,10/02/2025,DISPOSED,195 
001402,08,Criminal,22/02/2025,16/08/2025,Disposed,175
004230,05,Youth,27/12/2025,,ACTIVE,
001362,06,civil,29/03/2025,24/09/2025,DISPOSED,179
002151,01,criminal,20/07/2025,05/12/2025,Disposed,138
002592,11,youth,09/09/2025,10/03/2026,disposed,182
003288,10,Criminal,05/05/2025,04/10/2025,Disposed,152
001409,04,Crim,25/09/2025,26/02/2026,disposed,154
004110,12, Family,04/11/2025,22/12/2025,disposed,38
004921,04,Civil,13/04/2025,30/07/2025,DISPOSED,108
004835,05,CRIMINAL,27/01/2025,27/06/2026,disposed,516
003777,12,CRIMINAL,10/10/2024,23/03/2025,DISPOSED,164
003171,10,CIVIL,28/06/2026,,active,
003525,07,Youth ,01/04/2026,17/06/2026,disposed,77
001294,10,CRIMINAL,29/03/2026,02/08/2026,DISPOSED,126
001932,02,Family ,21/07/2024,26/10/2024,Disposed,97
003994,06,Criminal ,14/01/2026,14/05/2026,Disposed,120
002617,08,Civil,09/02/2025,03/11/2025,Disposed,267
002234,03,Civil,20/06/2026,,Active,
004245,07,CRIMINAL,22/02/2026,07/06/2026,Disposed,105
001527,02,CRIMINAL,31/03/2026,,Active,
002541,06,Criminal,17/09/2024,05/11/2024,DISPOSED,49
005113,11, Civil,11/06/2026,,Active ,
002808,01,criminal,10/11/2024,11/02/2025,DISPOSED,93
003644,07,youth,13/04/2026,,ACTIVE,
001406,01,criminal,12/10/2025,22/11/2025,disposed,41
001313,09,family,28/06/2026,,active,
002037,01,CRIMINAL,28/03/2026,,ACTIVE,
001380,04,Crim,12/10/2025,21/04/2026,DISPOSED,191
004248,03,Crim,19/12/2024,14/09/2025,disposed,269
004461,11,Criminal ,23/10/2024,30/01/2025,DISPOSED,99
004000,10,criminal,06/07/2025,03/03/2026,disposed,240
004140,12,Criminal,08/07/2025,28/08/2025,disposed,51
004184,11,Criminal ,18/03/2025,15/07/2025,disposed,119
002393,05,family,09/02/2025,27/06/2025,Disposed,138
004293,02,Criminal,25/11/2024,05/02/2025,Disposed,72
002221,12,Criminal ,09/04/2026,28/07/2026,Disposed,110
002230,03,youth,04/11/2024,13/12/2024,disposed,39
001948,04,CIVIL,19/06/2026,,Active ,
002310,11,Criminal,21/09/2025,13/12/2025,Disposed,83
003598,01, Family,27/02/2026,14/07/2026,disposed,137
003115,06,Criminal,05/06/2025,10/09/2025,DISPOSED,97
003369,09,Civil,14/07/2025,20/01/2026,DISPOSED,190
003981,07,family,29/09/2024,23/02/2025,DISPOSED,147
001643,12,YOUTH,24/09/2025,22/11/2025,disposed,59
003752,11,Crim,27/03/2025,17/08/2025,disposed,143
003025,06,Crim,25/03/2025,11/07/2025,DISPOSED,108
003529,01, Civil,15/02/2026,06/06/2026,Disposed,N/A
004431,02,family,25/02/2025,03/04/2025,DISPOSED,37
003865,09,Civil,07/01/2026,01/04/2026,DISPOSED,84
001977,09,criminal,26/03/2025,06/07/2025,Disposed,102
002574,07,Civil,16/06/2026,,ACTIVE,
001546,04,Crim,04/09/2025,02/10/2025,Disposed,-
004013,10,CIVIL,29/10/2024,22/07/2025,Disposed,266
002665,12,Crim,19/11/2025,12/04/2026,Disposed,144
001085,12, Civil,19/07/2024,04/12/2024,disposed,138
003634,08,CRIMINAL,02/11/2025,07/07/2026,disposed,247
002582,09,CRIMINAL,22/12/2024,19/01/2025,disposed,28
004363,08,criminal,02/02/2026,30/08/2026,disposed,209
001691,05,criminal,13/01/2025,22/01/2026,Disposed,374
002335,11,Youth,24/04/2025,27/06/2025,disposed,64
003039,02, Family,01/01/2026,05/04/2026,DISPOSED,94
002747,10,Crim,09/12/2025,05/02/2026,DISPOSED,58
004890,11,FAMILY,23/03/2025,,ACTIVE,
004402,06,family,20/10/2025,08/02/2026,disposed,111
001035,12,Criminal,16/10/2025,04/04/2026,Disposed,170
002753,01, Civil,30/05/2026,,ACTIVE,
004727,02,Youth,19/03/2025,18/06/2025,DISPOSED,91
001675,01,Fam,11/03/2025,18/11/2025,disposed,252
002243,11,youth,14/09/2025,23/01/2026,Disposed,131
002329,11,YOUTH,03/06/2026,,ACTIVE,
003265,04,Civil,27/07/2024,05/05/2025,disposed,282
002236,10,Crim,28/02/2026,20/07/2026,disposed,142
004961,02,Youth ,27/05/2025,31/07/2025,Disposed,65
004474,06,Crim,22/01/2026,16/04/2026,Disposed,84
004260,10,youth,01/09/2024,08/10/2024,Disposed,37
003193,06,Criminal,23/09/2024,06/06/2025,disposed,256
001429,01,Family Court,02/09/2025,07/02/2026,DISPOSED,158
005029,10,Criminal,02/08/2025,21/09/2025,disposed,50
004697,11,CRIMINAL,08/04/2026,,Active,
004195,09,CIVIL,25/02/2025,,active,
003123,07,Family Court,09/04/2025,09/12/2025,DISPOSED,-
004583,01, Family,23/06/2026,,active,
003295,08, Civil,19/03/2025,24/07/2025,Disposed,127
004208,08,Crim,03/02/2025,,Active ,
003068,02,CRIMINAL,22/07/2025,09/09/2025,Disposed,  49  
002936,04, Family,23/06/2025,18/01/2026,DISPOSED,209
004516,08,Criminal ,08/02/2025,22/06/2025,disposed,134
004927,11,Civil,25/07/2024,,ACTIVE,
003986,03,criminal,12/09/2025,,Active,
003852,12,family,11/03/2025,02/05/2025,DISPOSED,52
001207,11,family,24/02/2026,21/07/2026,disposed,147
003513,06,Yth,15/11/2024,24/02/2025,Disposed,101
004159,05,FAMILY,05/08/2025,08/08/2026,DISPOSED,368
004228,01,Civil,25/02/2025,11/09/2025,Disposed,198
004067,03,youth,29/10/2025,06/01/2026,DISPOSED,69
004413,03,Family Court,16/08/2024,,active,
001365,02,family,17/07/2025,,Active,
004821,05,Family,25/06/2026,,ACTIVE,
001807,01,Criminal,06/03/2026,,ACTIVE,
003109,06,Youth ,11/05/2026,04/07/2026,DISPOSED,54
001588,-,Crim,09/06/2025,17/11/2025,DISPOSED,161
004189,08,YOUTH,24/08/2024,29/12/2024,DISPOSED,127
004950,07,Youth ,18/03/2025,23/05/2025,Disposed,66
004519,10,Criminal ,02/09/2024,03/02/2025,Disposed,154
002258,11,criminal,11/11/2024,12/11/2025,DISPOSED,366
003415,05,criminal,06/09/2025,,Active,
001196,01,civil,07/06/2026,18/08/2026,disposed,72
004436,,Family ,06/07/2024,02/11/2025,DISPOSED,484
002010,01, Civil,19/11/2025,,Active,
001335,05,Yth,24/10/2024,13/01/2025,DISPOSED,81
002363,09, Family,01/01/2025,,ACTIVE,
002901,08,CIVIL,28/01/2025,20/03/2025,DISPOSED,51
001308,08,Family,10/10/2024,17/08/2025,DISPOSED,311
003931,06,Crim,13/09/2024,14/02/2025,Disposed,154
001131,08,YOUTH,14/09/2025,26/12/2025,DISPOSED,103
002332,07,civil,10/02/2026,30/07/2026,Disposed,170
004221,09,CIVIL,18/03/2026,05/06/2026,DISPOSED,79
004748,08,Criminal ,29/06/2026,,active,
003392,07,Civil,06/10/2024,19/02/2025,DISPOSED,N/A
003690,05,FAMILY,26/01/2026,,ACTIVE,
002293,09,Criminal ,29/04/2025,16/10/2025,DISPOSED,170
001589,08,Family,09/06/2025,11/07/2026,disposed,397 
003190,09,CIVIL,05/07/2024,,active,
001001,01,Yth,22/06/2026,,Active ,
002025,03,Fam,09/08/2025,04/07/2026,Disposed,329
003714,09,Civil,06/07/2025,29/08/2025,Disposed,54
001373,09,CRIMINAL,24/08/2024,28/12/2024,Disposed,-
001845,12,family,24/11/2025,02/03/2026,Disposed,98
002253,01,youth,19/02/2025,21/04/2025,Disposed,61
004501,01,youth,25/03/2025,,active,
001727,11, Civil,26/11/2025,13/07/2026,Disposed,229
004783,08,FAMILY,23/06/2025,21/04/2026,Disposed,302
004879,11,family,14/03/2025,26/07/2025,Disposed,134
004936,12,Yth,06/09/2025,12/10/2025,DISPOSED,36
004951,01, Family,07/03/2026,04/05/2026,DISPOSED,58
004351,01,FAMILY,16/10/2025,25/02/2026,Disposed,132
002555,09,FAMILY,18/08/2024,02/01/2025,DISPOSED,137
002852,04,Yth,05/09/2024,20/01/2025,disposed,137
004373,07,Fam,24/12/2024,29/11/2025,disposed,340
001929,07,Family ,06/09/2024,13/04/2025,Disposed,219
003312,03,Youth,02/11/2025,30/01/2026,disposed,89
004108,01,Crim,23/03/2026,25/08/2026,Disposed,155
001178,11,Youth ,10/07/2025,04/05/2026,disposed,298
004106,11,Yth,04/04/2026,08/06/2026,DISPOSED,65
002890,04,criminal,03/11/2024,11/02/2025,disposed,100
003471,05,youth,01/01/2025,20/05/2025,Disposed,139
002395,11,Yth,30/05/2025,14/08/2025,Disposed,76
001545,09,Criminal,30/07/2024,31/01/2025,DISPOSED,185
004405,07,Criminal,15/06/2026,,ACTIVE,
004094,12,Family ,20/06/2025,14/10/2025,Disposed,116
003750,08,Youth ,30/10/2024,25/01/2025,Disposed,87
002944,07,criminal,21/04/2026,02/06/2026,disposed,42
001227,11,Fam,21/12/2024,19/06/2025,disposed,180
001897,12,CRIMINAL,29/05/2025,24/11/2025,DISPOSED,179
003357,05, Civil,31/07/2024,01/04/2025,Disposed,244
004892,01,Family ,13/07/2025,08/01/2026,DISPOSED,179
002039,04,Yth,18/03/2026,20/05/2026,DISPOSED,63
001340,06,Fam,02/08/2024,20/07/2025,DISPOSED,352
001544,11,FAMILY,07/12/2025,,Active,
001138,03,criminal,04/11/2024,16/01/2025,Disposed,73
001260,11,youth,26/11/2024,18/02/2025,Disposed,84
001104,05,Civil,01/11/2024,02/05/2025,disposed,182
001534,11,Criminal,13/08/2024,10/10/2024,DISPOSED,58
001547,06, Family,09/08/2025,19/01/2026,disposed,163 
001076,07, Family,14/10/2024,05/06/2025,Disposed,234
004200,06, Family,13/09/2025,28/06/2026,disposed,288
002159,04,CIVIL,27/08/2025,14/05/2026,disposed,260
002371,06,civil,28/06/2025,20/06/2026,disposed,357
003454,10,Family Court,20/09/2025,23/04/2026,Disposed,215
005099,12,criminal,30/10/2024,22/01/2025,disposed,84
001715,09,civil,21/08/2025,24/12/2025,Disposed,125
002484,06,Family Court,04/03/2026,,Active ,
002195,11,family,07/01/2025,20/07/2025,DISPOSED,194
002130,03,Crim,25/09/2025,28/12/2025,disposed,94
003681,08,civil,12/06/2025,05/03/2026,disposed,266
001917,11,Family,11/11/2024,01/09/2025,disposed,294
004645,10,family,11/02/2026,10/05/2026,DISPOSED,88
002228,05, Family,25/10/2024,07/07/2025,disposed,255
003263,06,CRIMINAL,20/06/2026,,Active ,
004628,08,youth,17/12/2024,01/06/2025,DISPOSED,166
001593,11,Civil,26/09/2025,11/06/2026,DISPOSED,258
002410,07,YOUTH,21/04/2025,23/05/2025,disposed,32
003763,02,Family Court,19/09/2025,03/12/2025,Disposed,75
003188,10,Fam,17/11/2025,11/04/2026,DISPOSED,145
002706,02,CIVIL,30/05/2025,25/07/2025,disposed,56
003128,03, Family,26/10/2024,13/03/2025,DISPOSED,138
002588,07,Criminal ,24/05/2025,21/09/2025,disposed,120 
003014,02,CIVIL,27/10/2025,15/04/2026,DISPOSED,170
001814,06,Criminal ,03/02/2026,29/05/2026,DISPOSED,115
002245,02,CIVIL,10/02/2025,12/05/2025,Disposed,91
003494,02,criminal,08/04/2026,,Active,
005101,04,Crim,04/12/2024,21/09/2025,DISPOSED,291
003064,10, Civil,06/01/2025,23/05/2025,DISPOSED,137
004801,05, Family,27/05/2026,,ACTIVE,
004599,11,youth,03/06/2026,,ACTIVE,
001804,11,CIVIL,10/12/2025,,active,
002857,05,CRIMINAL,23/05/2026,,ACTIVE,
004976,01,CRIMINAL,09/01/2025,14/05/2025,DISPOSED,125
002056,11,criminal,14/12/2024,14/03/2025,DISPOSED,90
003131,02,FAMILY,05/04/2026,,Active,
003275,10,Crim,25/03/2026,,active,
004544,05,Youth ,16/07/2025,23/11/2025,DISPOSED,130
003903,07,Family,07/09/2024,18/10/2024,disposed,41
004277,04,CIVIL,17/03/2025,25/10/2025,disposed,222
001713,08,FAMILY,26/11/2025,,Active ,
002700,09, Civil,23/10/2024,27/02/2025,DISPOSED,127
002480,02,Crim,19/08/2024,,Active,
001799,05, Civil,18/06/2025,20/04/2026,disposed,306
004308,04,Criminal ,28/06/2026,,ACTIVE,
002086,05,Criminal,03/03/2025,18/07/2025,Disposed,137
001915,03,CIVIL,09/05/2025,12/01/2026,Disposed,248
001359,02,youth,06/01/2026,19/04/2026,Disposed,103
001689,08,CIVIL,06/09/2025,,Active ,
003555,03,Crim,21/06/2025,19/12/2025,disposed,181
003249,01,criminal,05/02/2025,09/05/2025,Disposed,93
001629,07,Criminal ,10/07/2024,18/01/2025,disposed,192
001473,04,Youth ,17/10/2024,27/12/2024,disposed,71
004002,06,youth,19/12/2024,25/02/2025,disposed,68
003969,08,CIVIL,22/12/2025,,active,
002207,10,FAMILY,12/03/2026,,Active,
005163,07,family,05/04/2025,,ACTIVE,
002237,06,Family Court,08/06/2025,23/12/2025,Disposed,-
002161,01,Youth ,14/12/2024,23/01/2025,disposed,40
001998,10, Civil,02/10/2024,13/03/2025,Disposed,162
002405,06,civil,08/03/2025,01/05/2025,disposed,54
003743,09,Family,17/07/2025,04/01/2026,DISPOSED,171
003463,01,family,17/04/2025,10/02/2026,Disposed,299
004154,04,family,30/06/2025,28/01/2026,disposed,212
004817,02,Yth,24/06/2025,31/01/2026,Disposed,221
002424,07,Crim,13/04/2025,07/06/2025,DISPOSED,55
002840,04,CRIMINAL,06/09/2024,01/11/2024,disposed,56
003897,07,Yth,04/07/2025,20/12/2025,disposed,169
003015,06, Civil,18/03/2026,16/06/2026,disposed,90
003504,07,civil,10/05/2026,04/07/2026,Disposed,55
003819,01,civil,17/12/2024,17/01/2025,Disposed,31
001965,08,Criminal,28/12/2024,01/07/2025,DISPOSED,185
001946,10,criminal,04/03/2025,28/06/2025,disposed,116
004920,06,Criminal ,07/09/2025,28/08/2026,disposed,355
004072,11,family,30/06/2026,,ACTIVE,
003362,08,criminal,28/08/2025,30/07/2026,Disposed,336
001711,06,CRIMINAL,28/07/2024,26/11/2024,disposed,121
003330,01,CRIMINAL,13/07/2025,15/09/2025,disposed,64
002414,05,Family ,10/05/2026,,Active ,
002336,11, Family,19/02/2025,22/09/2025,DISPOSED,215
002284,09,CRIMINAL,29/05/2025,21/08/2025,DISPOSED,84
004886,01,YOUTH,10/08/2025,05/09/2025,disposed,26
003588,06,Fam,20/11/2024,16/04/2025,Disposed,147
001683,09,Fam,24/11/2024,,Active ,
002441,11,CIVIL,25/07/2025,27/09/2025,DISPOSED,64
001004,01,Family Court,01/09/2024,24/01/2025,DISPOSED,145
001145,12,Crim,21/09/2024,15/11/2024,disposed,55
001805,02,CIVIL,13/05/2025,18/08/2025,Disposed,97
003719,10,YOUTH,28/04/2025,16/07/2025,Disposed,79
004895,06,Civil,14/02/2026,08/06/2026,Disposed,114
004482,09,Family Court,21/06/2026,06/08/2026,disposed,46
004952,08,Youth ,19/02/2025,22/06/2025,disposed,123
005106,09, Civil,08/03/2025,25/07/2025,disposed,139
001222,07,YOUTH,08/11/2024,01/02/2025,disposed,85
002343,01,Crim,13/04/2026,19/07/2026,Disposed,97
001526,04, Civil,15/11/2025,22/06/2026,Disposed,219
001846,04,Family ,07/08/2025,05/08/2026,DISPOSED,363
001311,02,Crim,10/08/2025,27/09/2025,Disposed,48
003978,02,Civil,18/03/2026,30/05/2026,Disposed,73
002075,04,civil,27/05/2026,,Active,
003523,01,CIVIL,04/11/2025,17/05/2026,DISPOSED,194
004593,08,civil,30/10/2025,05/06/2026,Disposed,218 
003063,03,CIVIL,13/11/2025,26/02/2026,Disposed,105
001630,10,criminal,23/04/2026,,active,
002730,01,Family Court,16/04/2025,04/10/2025,Disposed,171
001016,05, Civil,04/08/2024,22/12/2024,Disposed,  140  
004658,11,YOUTH,20/06/2026,,Active,
003269,04,FAMILY,11/11/2024,17/05/2025,DISPOSED,187
001132,10,family,05/05/2026,,Active ,
002127,06,Crim,14/10/2024,02/01/2025,DISPOSED,80
001266,08,civil,15/01/2025,15/02/2026,disposed,406
001312,04,YOUTH,22/10/2025,04/03/2026,Disposed,133
001653,07,Criminal,06/11/2024,21/02/2025,Disposed,107
002684,04,civil,04/10/2024,23/01/2025,DISPOSED,111
004980,06,Youth ,14/09/2024,01/12/2024,Disposed,78
001487,07, Civil,14/02/2026,28/06/2026,Disposed,134
001486,04, Civil,06/12/2024,19/08/2025,disposed,256
001601,07,Criminal,25/07/2025,04/12/2025,Disposed,132
002153,04,Criminal ,01/08/2024,27/01/2025,disposed,179 
005146,04,Criminal,27/09/2024,23/11/2024,DISPOSED,57
001803,02,Family,20/12/2024,14/04/2025,DISPOSED,115
002152,10,CRIMINAL,28/02/2025,28/04/2025,Disposed,59
001396,08,criminal,20/02/2026,,Active ,
002638,10,family,14/06/2026,,Active,
001165,05,Criminal ,30/05/2026,,active,
003923,03,Crim,27/04/2026,15/07/2026,disposed,79
003282,12, Civil,15/02/2025,29/06/2025,disposed,134
002528,10,Criminal ,21/10/2025,01/02/2026,disposed,103
003144,02,CIVIL,15/07/2025,23/02/2026,disposed,223
002467,11,CRIMINAL,30/09/2025,28/02/2026,disposed,151
001392,14,Family ,31/05/2026,,ACTIVE,
003492,06, Civil,19/10/2025,15/05/2026,Disposed,208
003501,05,Crim,17/07/2024,08/02/2025,disposed,206
001421,11,Civil,01/07/2025,02/02/2026,disposed,216
005170,04,Family ,24/11/2025,01/06/2026,disposed,189
004624,05,youth,11/09/2025,,Active,
004433,02,Fam,27/08/2024,13/11/2024,Disposed,78
001634,08,Family Court,16/10/2024,17/06/2026,disposed,609
003445,04,civil,20/11/2024,,Active ,
002309,05,FAMILY,25/05/2025,16/05/2026,Disposed,356
004021,09,Family ,31/08/2024,24/06/2025,DISPOSED,297
004109,04,Crim,26/03/2025,,Active ,
002920,02,Family,19/07/2024,23/10/2024,DISPOSED,96
001286,10,Youth ,28/05/2025,13/07/2025,Disposed, 46
004307,09,criminal,18/06/2025,31/10/2025,DISPOSED,135
001235,05, Family,11/12/2025,,Active,
003355,02,CIVIL,24/03/2026,11/07/2026,Disposed,109
001862,03,CRIMINAL,09/03/2026,26/06/2026,DISPOSED,109
004644,08,Criminal,21/10/2024,27/01/2025,DISPOSED,98
002137,11,CRIMINAL,16/04/2025,12/07/2025,disposed,87 
002509,01,YOUTH,22/02/2025,22/04/2025,DISPOSED,N/A
004651,05,Criminal,24/08/2024,13/04/2025,Disposed,232
003299,99, Civil,16/06/2025,11/09/2025,DISPOSED,87
004510,05,criminal,21/10/2025,16/08/2026,Disposed,299
001159,01,CRIMINAL,15/05/2026,17/07/2026,disposed,63
001913,07,Criminal,10/07/2024,30/12/2024,Disposed,173
002669,01,Family,06/03/2025,16/10/2025,Disposed,224
004601,04, Family,20/02/2025,,Active,
001760,11,Criminal,31/05/2026,,ACTIVE,
